,음식,label,구간
1452,"('강낭콩밥(반공기)', '모시조개국', '홍합무침')",98,11
1453,"('강낭콩밥(반공기)', '모시조개국', '코다리찜')",95,15
1454,"('강낭콩밥(반공기)', '모시조개국', '콩나물찜')",97,21
1455,"('강낭콩밥(반공기)', '모시조개국', '훈제닭가슴살')",99,13
1456,"('강낭콩밥(반공기)', '모시조개국', '계란프라이')",83,10
1457,"('강낭콩밥(반공기)', '모시조개국', '계란찜')",82,21
1458,"('강낭콩밥(반공기)', '모시조개국', '계란햄말이')",84,15
1459,"('강낭콩밥(반공기)', '모시조개국', '쇠고기장조림')",90,14
1460,"('강낭콩밥(반공기)', '홍합우거지국', '콩나물무침')",216,6
1461,"('강낭콩밥(반공기)', '홍합우거지국', '고사리나물')",205,7
1462,"('강낭콩밥(반공기)', '홍합우거지국', '버섯볶음')",209,12
1463,"('강낭콩밥(반공기)', '홍합우거지국', '진미채볶음')",214,16
1464,"('강낭콩밥(반공기)', '홍합우거지국', '낚지볶음')",208,21
1465,"('강낭콩밥(반공기)', '홍합우거지국', '김치참치볶음')",207,7
1466,"('강낭콩밥(반공기)', '홍합우거지국', '갈치구이')",200,21
1467,"('강낭콩밥(반공기)', '홍합우거지국', '조기구이')",213,12
1468,"('강낭콩밥(반공기)', '홍합우거지국', '잔멸치볶음')",212,9
1469,"('강낭콩밥(반공기)', '홍합우거지국', '감자채볶음')",201,11
1470,"('강낭콩밥(반공기)', '홍합우거지국', '애호박볶음')",211,11
1471,"('강낭콩밥(반공기)', '홍합우거지국', '골뱅이무침')",206,13
1472,"('강낭콩밥(반공기)', '홍합우거지국', '홍합무침')",218,13
1473,"('강낭콩밥(반공기)', '홍합우거지국', '코다리찜')",215,16
1474,"('강낭콩밥(반공기)', '홍합우거지국', '콩나물찜')",217,22
1475,"('강낭콩밥(반공기)', '홍합우거지국', '훈제닭가슴살')",219,15
1476,"('강낭콩밥(반공기)', '홍합우거지국', '계란프라이')",203,11
1477,"('강낭콩밥(반공기)', '홍합우거지국', '계란찜')",202,22
1478,"('강낭콩밥(반공기)', '홍합우거지국', '계란햄말이')",204,16
1479,"('강낭콩밥(반공기)', '홍합우거지국', '쇠고기장조림')",210,15
1480,"('강낭콩밥(반공기)', '김치콩나물국', '콩나물무침')",76,5
1481,"('강낭콩밥(반공기)', '김치콩나물국', '고사리나물')",65,6
1482,"('강낭콩밥(반공기)', '김치콩나물국', '버섯볶음')",69,11
1483,"('강낭콩밥(반공기)', '김치콩나물국', '진미채볶음')",74,15
1484,"('강낭콩밥(반공기)', '김치콩나물국', '낚지볶음')",68,20
1485,"('강낭콩밥(반공기)', '김치콩나물국', '김치참치볶음')",67,6
1486,"('강낭콩밥(반공기)', '김치콩나물국', '갈치구이')",60,20
1487,"('강낭콩밥(반공기)', '김치콩나물국', '조기구이')",73,11
1488,"('강낭콩밥(반공기)', '김치콩나물국', '잔멸치볶음')",72,8
1489,"('강낭콩밥(반공기)', '김치콩나물국', '감자채볶음')",61,10
1490,"('강낭콩밥(반공기)', '김치콩나물국', '애호박볶음')",71,10
1491,"('강낭콩밥(반공기)', '김치콩나물국', '골뱅이무침')",66,12
1492,"('강낭콩밥(반공기)', '김치콩나물국', '홍합무침')",78,12
1493,"('강낭콩밥(반공기)', '김치콩나물국', '코다리찜')",75,15
1494,"('강낭콩밥(반공기)', '김치콩나물국', '콩나물찜')",77,21
1495,"('강낭콩밥(반공기)', '김치콩나물국', '훈제닭가슴살')",79,14
1496,"('강낭콩밥(반공기)', '김치콩나물국', '계란프라이')",63,10
1497,"('강낭콩밥(반공기)', '김치콩나물국', '계란찜')",62,21
1498,"('강낭콩밥(반공기)', '김치콩나물국', '계란햄말이')",64,15
1499,"('강낭콩밥(반공기)', '김치콩나물국', '쇠고기장조림')",70,14
1500,"('강낭콩밥(반공기)', '김치수제비국', '콩나물무침')",56,10
1501,"('강낭콩밥(반공기)', '김치수제비국', '고사리나물')",45,11
1502,"('강낭콩밥(반공기)', '김치수제비국', '버섯볶음')",49,16
1503,"('강낭콩밥(반공기)', '김치수제비국', '진미채볶음')",54,20
1504,"('강낭콩밥(반공기)', '김치수제비국', '낚지볶음')",48,24
1505,"('강낭콩밥(반공기)', '김치수제비국', '김치참치볶음')",47,11
1506,"('강낭콩밥(반공기)', '김치수제비국', '갈치구이')",40,25
1507,"('강낭콩밥(반공기)', '김치수제비국', '조기구이')",53,15
1508,"('강낭콩밥(반공기)', '김치수제비국', '잔멸치볶음')",52,13
1509,"('강낭콩밥(반공기)', '김치수제비국', '감자채볶음')",41,14
1510,"('강낭콩밥(반공기)', '김치수제비국', '애호박볶음')",51,15
1511,"('강낭콩밥(반공기)', '김치수제비국', '골뱅이무침')",46,17
1512,"('강낭콩밥(반공기)', '김치수제비국', '홍합무침')",58,16
1513,"('강낭콩밥(반공기)', '김치수제비국', '코다리찜')",55,20
1514,"('강낭콩밥(반공기)', '김치수제비국', '콩나물찜')",57,25
1515,"('강낭콩밥(반공기)', '김치수제비국', '훈제닭가슴살')",59,18
1516,"('강낭콩밥(반공기)', '김치수제비국', '계란프라이')",43,15
1517,"('강낭콩밥(반공기)', '김치수제비국', '계란찜')",42,26
1518,"('강낭콩밥(반공기)', '김치수제비국', '계란햄말이')",44,20
1519,"('강낭콩밥(반공기)', '김치수제비국', '쇠고기장조림')",50,19
1520,"('강낭콩밥(반공기)', '우거지국', '콩나물무침')",196,6
1521,"('강낭콩밥(반공기)', '우거지국', '고사리나물')",185,7
1522,"('강낭콩밥(반공기)', '우거지국', '버섯볶음')",189,12
1523,"('강낭콩밥(반공기)', '우거지국', '진미채볶음')",194,16
1524,"('강낭콩밥(반공기)', '우거지국', '낚지볶음')",188,21
1525,"('강낭콩밥(반공기)', '우거지국', '김치참치볶음')",187,7
1526,"('강낭콩밥(반공기)', '우거지국', '갈치구이')",180,21
1527,"('강낭콩밥(반공기)', '우거지국', '조기구이')",193,12
1528,"('강낭콩밥(반공기)', '우거지국', '잔멸치볶음')",192,9
1529,"('강낭콩밥(반공기)', '우거지국', '감자채볶음')",181,11
1530,"('강낭콩밥(반공기)', '우거지국', '애호박볶음')",191,11
1531,"('강낭콩밥(반공기)', '우거지국', '골뱅이무침')",186,13
1532,"('강낭콩밥(반공기)', '우거지국', '홍합무침')",198,13
1533,"('강낭콩밥(반공기)', '우거지국', '코다리찜')",195,16
1534,"('강낭콩밥(반공기)', '우거지국', '콩나물찜')",197,22
1535,"('강낭콩밥(반공기)', '우거지국', '훈제닭가슴살')",199,15
1536,"('강낭콩밥(반공기)', '우거지국', '계란프라이')",183,11
1537,"('강낭콩밥(반공기)', '우거지국', '계란찜')",182,22
1538,"('강낭콩밥(반공기)', '우거지국', '계란햄말이')",184,16
1539,"('강낭콩밥(반공기)', '우거지국', '쇠고기장조림')",190,15
1540,"('검은콩밥(반공기)', '쇠고기국', '콩나물무침')",356,4
1541,"('검은콩밥(반공기)', '쇠고기국', '고사리나물')",345,6
1542,"('검은콩밥(반공기)', '쇠고기국', '버섯볶음')",349,10
1543,"('검은콩밥(반공기)', '쇠고기국', '진미채볶음')",354,14
1544,"('검은콩밥(반공기)', '쇠고기국', '낚지볶음')",348,19
1545,"('검은콩밥(반공기)', '쇠고기국', '김치참치볶음')",347,6
1546,"('검은콩밥(반공기)', '쇠고기국', '갈치구이')",340,20
1547,"('검은콩밥(반공기)', '쇠고기국', '조기구이')",353,10
1548,"('검은콩밥(반공기)', '쇠고기국', '잔멸치볶음')",352,7
1549,"('검은콩밥(반공기)', '쇠고기국', '감자채볶음')",341,9
1550,"('검은콩밥(반공기)', '쇠고기국', '애호박볶음')",351,10
1551,"('검은콩밥(반공기)', '쇠고기국', '골뱅이무침')",346,11
1552,"('검은콩밥(반공기)', '쇠고기국', '홍합무침')",358,11
1553,"('검은콩밥(반공기)', '쇠고기국', '코다리찜')",355,14
1554,"('검은콩밥(반공기)', '쇠고기국', '콩나물찜')",357,20
1555,"('검은콩밥(반공기)', '쇠고기국', '훈제닭가슴살')",359,13
1556,"('검은콩밥(반공기)', '쇠고기국', '계란프라이')",343,9
1557,"('검은콩밥(반공기)', '쇠고기국', '계란찜')",342,21
1558,"('검은콩밥(반공기)', '쇠고기국', '계란햄말이')",344,14
1559,"('검은콩밥(반공기)', '쇠고기국', '쇠고기장조림')",350,14
1560,"('검은콩밥(반공기)', '시래기국', '콩나물무침')",376,2
1561,"('검은콩밥(반공기)', '시래기국', '고사리나물')",365,3
1562,"('검은콩밥(반공기)', '시래기국', '버섯볶음')",369,8
1563,"('검은콩밥(반공기)', '시래기국', '진미채볶음')",374,12
1564,"('검은콩밥(반공기)', '시래기국', '낚지볶음')",368,17
1565,"('검은콩밥(반공기)', '시래기국', '김치참치볶음')",367,3
1566,"('검은콩밥(반공기)', '시래기국', '갈치구이')",360,17
1567,"('검은콩밥(반공기)', '시래기국', '조기구이')",373,8
1568,"('검은콩밥(반공기)', '시래기국', '잔멸치볶음')",372,5
1569,"('검은콩밥(반공기)', '시래기국', '감자채볶음')",361,6
1570,"('검은콩밥(반공기)', '시래기국', '애호박볶음')",371,7
1571,"('검은콩밥(반공기)', '시래기국', '골뱅이무침')",366,9
1572,"('검은콩밥(반공기)', '시래기국', '홍합무침')",378,9
1573,"('검은콩밥(반공기)', '시래기국', '코다리찜')",375,12
1574,"('검은콩밥(반공기)', '시래기국', '콩나물찜')",377,18
1575,"('검은콩밥(반공기)', '시래기국', '훈제닭가슴살')",379,11
1576,"('검은콩밥(반공기)', '시래기국', '계란프라이')",363,7
1577,"('검은콩밥(반공기)', '시래기국', '계란찜')",362,18
1578,"('검은콩밥(반공기)', '시래기국', '계란햄말이')",364,12
1579,"('검은콩밥(반공기)', '시래기국', '쇠고기장조림')",370,11
1580,"('검은콩밥(반공기)', '감자맑은국', '콩나물무침')",236,4
1581,"('검은콩밥(반공기)', '감자맑은국', '고사리나물')",225,5
1582,"('검은콩밥(반공기)', '감자맑은국', '버섯볶음')",229,10
1583,"('검은콩밥(반공기)', '감자맑은국', '진미채볶음')",234,14
1584,"('검은콩밥(반공기)', '감자맑은국', '낚지볶음')",228,19
1585,"('검은콩밥(반공기)', '감자맑은국', '김치참치볶음')",227,5
1586,"('검은콩밥(반공기)', '감자맑은국', '갈치구이')",220,20
1587,"('검은콩밥(반공기)', '감자맑은국', '조기구이')",233,10
1588,"('검은콩밥(반공기)', '감자맑은국', '잔멸치볶음')",232,7
1589,"('검은콩밥(반공기)', '감자맑은국', '감자채볶음')",221,9
1590,"('검은콩밥(반공기)', '감자맑은국', '애호박볶음')",231,9
1591,"('검은콩밥(반공기)', '감자맑은국', '골뱅이무침')",226,11
1592,"('검은콩밥(반공기)', '감자맑은국', '홍합무침')",238,11
1593,"('검은콩밥(반공기)', '감자맑은국', '코다리찜')",235,14
1594,"('검은콩밥(반공기)', '감자맑은국', '콩나물찜')",237,20
1595,"('검은콩밥(반공기)', '감자맑은국', '훈제닭가슴살')",239,13
1596,"('검은콩밥(반공기)', '감자맑은국', '계란프라이')",223,9
1597,"('검은콩밥(반공기)', '감자맑은국', '계란찜')",222,20
1598,"('검은콩밥(반공기)', '감자맑은국', '계란햄말이')",224,14
1599,"('검은콩밥(반공기)', '감자맑은국', '쇠고기장조림')",230,14
1600,"('검은콩밥(반공기)', '감자수제비국', '콩나물무침')",256,8
1601,"('검은콩밥(반공기)', '감자수제비국', '고사리나물')",245,9
1602,"('검은콩밥(반공기)', '감자수제비국', '버섯볶음')",249,14
1603,"('검은콩밥(반공기)', '감자수제비국', '진미채볶음')",254,18
1604,"('검은콩밥(반공기)', '감자수제비국', '낚지볶음')",248,23
1605,"('검은콩밥(반공기)', '감자수제비국', '김치참치볶음')",247,9
1606,"('검은콩밥(반공기)', '감자수제비국', '갈치구이')",240,23
1607,"('검은콩밥(반공기)', '감자수제비국', '조기구이')",253,13
1608,"('검은콩밥(반공기)', '감자수제비국', '잔멸치볶음')",252,11
1609,"('검은콩밥(반공기)', '감자수제비국', '감자채볶음')",241,12
1610,"('검은콩밥(반공기)', '감자수제비국', '애호박볶음')",251,13
1611,"('검은콩밥(반공기)', '감자수제비국', '골뱅이무침')",246,15
1612,"('검은콩밥(반공기)', '감자수제비국', '홍합무침')",258,14
1613,"('검은콩밥(반공기)', '감자수제비국', '코다리찜')",255,18
1614,"('검은콩밥(반공기)', '감자수제비국', '콩나물찜')",257,24
1615,"('검은콩밥(반공기)', '감자수제비국', '훈제닭가슴살')",259,16
1616,"('검은콩밥(반공기)', '감자수제비국', '계란프라이')",243,13
1617,"('검은콩밥(반공기)', '감자수제비국', '계란찜')",242,24
1618,"('검은콩밥(반공기)', '감자수제비국', '계란햄말이')",244,18
1619,"('검은콩밥(반공기)', '감자수제비국', '쇠고기장조림')",250,17
1620,"('검은콩밥(반공기)', '바지락국', '콩나물무침')",336,3
1621,"('검은콩밥(반공기)', '바지락국', '고사리나물')",325,4
1622,"('검은콩밥(반공기)', '바지락국', '버섯볶음')",329,9
1623,"('검은콩밥(반공기)', '바지락국', '진미채볶음')",334,13
1624,"('검은콩밥(반공기)', '바지락국', '낚지볶음')",328,18
1625,"('검은콩밥(반공기)', '바지락국', '김치참치볶음')",327,4
1626,"('검은콩밥(반공기)', '바지락국', '갈치구이')",320,18
1627,"('검은콩밥(반공기)', '바지락국', '조기구이')",333,9
1628,"('검은콩밥(반공기)', '바지락국', '잔멸치볶음')",332,6
1629,"('검은콩밥(반공기)', '바지락국', '감자채볶음')",321,8
1630,"('검은콩밥(반공기)', '바지락국', '애호박볶음')",331,8
1631,"('검은콩밥(반공기)', '바지락국', '골뱅이무침')",326,10
1632,"('검은콩밥(반공기)', '바지락국', '홍합무침')",338,10
1633,"('검은콩밥(반공기)', '바지락국', '코다리찜')",335,13
1634,"('검은콩밥(반공기)', '바지락국', '콩나물찜')",337,19
1635,"('검은콩밥(반공기)', '바지락국', '훈제닭가슴살')",339,12
1636,"('검은콩밥(반공기)', '바지락국', '계란프라이')",323,8
1637,"('검은콩밥(반공기)', '바지락국', '계란찜')",322,19
1638,"('검은콩밥(반공기)', '바지락국', '계란햄말이')",324,13
1639,"('검은콩밥(반공기)', '바지락국', '쇠고기장조림')",330,12
1640,"('검은콩밥(반공기)', '오징어국', '콩나물무침')",396,4
1641,"('검은콩밥(반공기)', '오징어국', '고사리나물')",385,5
1642,"('검은콩밥(반공기)', '오징어국', '버섯볶음')",389,10
1643,"('검은콩밥(반공기)', '오징어국', '진미채볶음')",394,14
1644,"('검은콩밥(반공기)', '오징어국', '낚지볶음')",388,19
1645,"('검은콩밥(반공기)', '오징어국', '김치참치볶음')",387,6
1646,"('검은콩밥(반공기)', '오징어국', '갈치구이')",380,20
1647,"('검은콩밥(반공기)', '오징어국', '조기구이')",393,10
1648,"('검은콩밥(반공기)', '오징어국', '잔멸치볶음')",392,7
1649,"('검은콩밥(반공기)', '오징어국', '감자채볶음')",381,9
1650,"('검은콩밥(반공기)', '오징어국', '애호박볶음')",391,9
1651,"('검은콩밥(반공기)', '오징어국', '골뱅이무침')",386,11
1652,"('검은콩밥(반공기)', '오징어국', '홍합무침')",398,11
1653,"('검은콩밥(반공기)', '오징어국', '코다리찜')",395,14
1654,"('검은콩밥(반공기)', '오징어국', '콩나물찜')",397,20
1655,"('검은콩밥(반공기)', '오징어국', '훈제닭가슴살')",399,13
1656,"('검은콩밥(반공기)', '오징어국', '계란프라이')",383,9
1657,"('검은콩밥(반공기)', '오징어국', '계란찜')",382,20
1658,"('검은콩밥(반공기)', '오징어국', '계란햄말이')",384,14
1659,"('검은콩밥(반공기)', '오징어국', '쇠고기장조림')",390,14
1660,"('검은콩밥(반공기)', '모시조개국', '콩나물무침')",316,2
1661,"('검은콩밥(반공기)', '모시조개국', '고사리나물')",305,2
1662,"('검은콩밥(반공기)', '모시조개국', '버섯볶음')",309,6
1663,"('검은콩밥(반공기)', '모시조개국', '진미채볶음')",314,10
1664,"('검은콩밥(반공기)', '모시조개국', '낚지볶음')",308,15
1665,"('검은콩밥(반공기)', '모시조개국', '김치참치볶음')",307,2
1666,"('검은콩밥(반공기)', '모시조개국', '갈치구이')",300,16
1667,"('검은콩밥(반공기)', '모시조개국', '조기구이')",313,6
1668,"('검은콩밥(반공기)', '모시조개국', '잔멸치볶음')",312,3
1669,"('검은콩밥(반공기)', '모시조개국', '감자채볶음')",301,5
1670,"('검은콩밥(반공기)', '모시조개국', '애호박볶음')",311,6
1671,"('검은콩밥(반공기)', '모시조개국', '골뱅이무침')",306,7
1672,"('검은콩밥(반공기)', '모시조개국', '홍합무침')",318,7
1673,"('검은콩밥(반공기)', '모시조개국', '코다리찜')",315,10
1674,"('검은콩밥(반공기)', '모시조개국', '콩나물찜')",317,16
1675,"('검은콩밥(반공기)', '모시조개국', '훈제닭가슴살')",319,9
1676,"('검은콩밥(반공기)', '모시조개국', '계란프라이')",303,5
1677,"('검은콩밥(반공기)', '모시조개국', '계란찜')",302,17
1678,"('검은콩밥(반공기)', '모시조개국', '계란햄말이')",304,10
1679,"('검은콩밥(반공기)', '모시조개국', '쇠고기장조림')",310,10
1680,"('검은콩밥(반공기)', '홍합우거지국', '콩나물무침')",436,2
1681,"('검은콩밥(반공기)', '홍합우거지국', '고사리나물')",425,3
1682,"('검은콩밥(반공기)', '홍합우거지국', '버섯볶음')",429,8
1683,"('검은콩밥(반공기)', '홍합우거지국', '진미채볶음')",434,12
1684,"('검은콩밥(반공기)', '홍합우거지국', '낚지볶음')",428,17
1685,"('검은콩밥(반공기)', '홍합우거지국', '김치참치볶음')",427,3
1686,"('검은콩밥(반공기)', '홍합우거지국', '갈치구이')",420,17
1687,"('검은콩밥(반공기)', '홍합우거지국', '조기구이')",433,8
1688,"('검은콩밥(반공기)', '홍합우거지국', '잔멸치볶음')",432,5
1689,"('검은콩밥(반공기)', '홍합우거지국', '감자채볶음')",421,6
1690,"('검은콩밥(반공기)', '홍합우거지국', '애호박볶음')",431,7
1691,"('검은콩밥(반공기)', '홍합우거지국', '골뱅이무침')",426,9
1692,"('검은콩밥(반공기)', '홍합우거지국', '홍합무침')",438,9
1693,"('검은콩밥(반공기)', '홍합우거지국', '코다리찜')",435,12
1694,"('검은콩밥(반공기)', '홍합우거지국', '콩나물찜')",437,18
1695,"('검은콩밥(반공기)', '홍합우거지국', '훈제닭가슴살')",439,10
1696,"('검은콩밥(반공기)', '홍합우거지국', '계란프라이')",423,7
1697,"('검은콩밥(반공기)', '홍합우거지국', '계란찜')",422,18
1698,"('검은콩밥(반공기)', '홍합우거지국', '계란햄말이')",424,12
1699,"('검은콩밥(반공기)', '홍합우거지국', '쇠고기장조림')",430,11
1700,"('검은콩밥(반공기)', '김치콩나물국', '콩나물무침')",296,2
1701,"('검은콩밥(반공기)', '김치콩나물국', '고사리나물')",285,2
1702,"('검은콩밥(반공기)', '김치콩나물국', '버섯볶음')",289,7
1703,"('검은콩밥(반공기)', '김치콩나물국', '진미채볶음')",294,11
1704,"('검은콩밥(반공기)', '김치콩나물국', '낚지볶음')",288,16
1705,"('검은콩밥(반공기)', '김치콩나물국', '김치참치볶음')",287,2
1706,"('검은콩밥(반공기)', '김치콩나물국', '갈치구이')",280,16
1707,"('검은콩밥(반공기)', '김치콩나물국', '조기구이')",293,7
1708,"('검은콩밥(반공기)', '김치콩나물국', '잔멸치볶음')",292,4
1709,"('검은콩밥(반공기)', '김치콩나물국', '감자채볶음')",281,5
1710,"('검은콩밥(반공기)', '김치콩나물국', '애호박볶음')",291,6
1711,"('검은콩밥(반공기)', '김치콩나물국', '골뱅이무침')",286,8
1712,"('검은콩밥(반공기)', '김치콩나물국', '홍합무침')",298,8
1713,"('검은콩밥(반공기)', '김치콩나물국', '코다리찜')",295,11
1714,"('검은콩밥(반공기)', '김치콩나물국', '콩나물찜')",297,17
1715,"('검은콩밥(반공기)', '김치콩나물국', '훈제닭가슴살')",299,9
1716,"('검은콩밥(반공기)', '김치콩나물국', '계란프라이')",283,6
1717,"('검은콩밥(반공기)', '김치콩나물국', '계란찜')",282,17
1718,"('검은콩밥(반공기)', '김치콩나물국', '계란햄말이')",284,11
1719,"('검은콩밥(반공기)', '김치콩나물국', '쇠고기장조림')",290,10
1720,"('검은콩밥(반공기)', '김치수제비국', '콩나물무침')",276,5
1721,"('검은콩밥(반공기)', '김치수제비국', '고사리나물')",265,6
1722,"('검은콩밥(반공기)', '김치수제비국', '버섯볶음')",269,11
1723,"('검은콩밥(반공기)', '김치수제비국', '진미채볶음')",274,15
1724,"('검은콩밥(반공기)', '김치수제비국', '낚지볶음')",268,20
1725,"('검은콩밥(반공기)', '김치수제비국', '김치참치볶음')",267,7
1726,"('검은콩밥(반공기)', '김치수제비국', '갈치구이')",260,21
1727,"('검은콩밥(반공기)', '김치수제비국', '조기구이')",273,11
1728,"('검은콩밥(반공기)', '김치수제비국', '잔멸치볶음')",272,8
1729,"('검은콩밥(반공기)', '김치수제비국', '감자채볶음')",261,10
1730,"('검은콩밥(반공기)', '김치수제비국', '애호박볶음')",271,10
1731,"('검은콩밥(반공기)', '김치수제비국', '골뱅이무침')",266,12
1732,"('검은콩밥(반공기)', '김치수제비국', '홍합무침')",278,12
1733,"('검은콩밥(반공기)', '김치수제비국', '코다리찜')",275,15
1734,"('검은콩밥(반공기)', '김치수제비국', '콩나물찜')",277,21
1735,"('검은콩밥(반공기)', '김치수제비국', '훈제닭가슴살')",279,14
1736,"('검은콩밥(반공기)', '김치수제비국', '계란프라이')",263,10
1737,"('검은콩밥(반공기)', '김치수제비국', '계란찜')",262,21
1738,"('검은콩밥(반공기)', '김치수제비국', '계란햄말이')",264,15
1739,"('검은콩밥(반공기)', '김치수제비국', '쇠고기장조림')",270,15
1740,"('검은콩밥(반공기)', '우거지국', '콩나물무침')",416,2
1741,"('검은콩밥(반공기)', '우거지국', '고사리나물')",405,3
1742,"('검은콩밥(반공기)', '우거지국', '버섯볶음')",409,8
1743,"('검은콩밥(반공기)', '우거지국', '진미채볶음')",414,12
1744,"('검은콩밥(반공기)', '우거지국', '낚지볶음')",408,17
1745,"('검은콩밥(반공기)', '우거지국', '김치참치볶음')",407,3
1746,"('검은콩밥(반공기)', '우거지국', '갈치구이')",400,17
1747,"('검은콩밥(반공기)', '우거지국', '조기구이')",413,7
1748,"('검은콩밥(반공기)', '우거지국', '잔멸치볶음')",412,5
1749,"('검은콩밥(반공기)', '우거지국', '감자채볶음')",401,6
1750,"('검은콩밥(반공기)', '우거지국', '애호박볶음')",411,7
1751,"('검은콩밥(반공기)', '우거지국', '골뱅이무침')",406,9
1752,"('검은콩밥(반공기)', '우거지국', '홍합무침')",418,8
1753,"('검은콩밥(반공기)', '우거지국', '코다리찜')",415,12
1754,"('검은콩밥(반공기)', '우거지국', '콩나물찜')",417,18
1755,"('검은콩밥(반공기)', '우거지국', '훈제닭가슴살')",419,10
1756,"('검은콩밥(반공기)', '우거지국', '계란프라이')",403,7
1757,"('검은콩밥(반공기)', '우거지국', '계란찜')",402,18
1758,"('검은콩밥(반공기)', '우거지국', '계란햄말이')",404,12
1759,"('검은콩밥(반공기)', '우거지국', '쇠고기장조림')",410,11
1760,"('고구마밥(반공기)', '쇠고기국', '콩나물무침')",576,7
1761,"('고구마밥(반공기)', '쇠고기국', '고사리나물')",565,8
1762,"('고구마밥(반공기)', '쇠고기국', '버섯볶음')",569,13
1763,"('고구마밥(반공기)', '쇠고기국', '진미채볶음')",574,17
1764,"('고구마밥(반공기)', '쇠고기국', '낚지볶음')",568,22
1765,"('고구마밥(반공기)', '쇠고기국', '김치참치볶음')",567,8
1766,"('고구마밥(반공기)', '쇠고기국', '갈치구이')",560,22
1767,"('고구마밥(반공기)', '쇠고기국', '조기구이')",573,13
1768,"('고구마밥(반공기)', '쇠고기국', '잔멸치볶음')",572,10
1769,"('고구마밥(반공기)', '쇠고기국', '감자채볶음')",561,11
1770,"('고구마밥(반공기)', '쇠고기국', '애호박볶음')",571,12
1771,"('고구마밥(반공기)', '쇠고기국', '골뱅이무침')",566,14
1772,"('고구마밥(반공기)', '쇠고기국', '홍합무침')",578,14
1773,"('고구마밥(반공기)', '쇠고기국', '코다리찜')",575,17
1774,"('고구마밥(반공기)', '쇠고기국', '콩나물찜')",577,23
1775,"('고구마밥(반공기)', '쇠고기국', '훈제닭가슴살')",579,15
1776,"('고구마밥(반공기)', '쇠고기국', '계란프라이')",563,12
1777,"('고구마밥(반공기)', '쇠고기국', '계란찜')",562,23
1778,"('고구마밥(반공기)', '쇠고기국', '계란햄말이')",564,17
1779,"('고구마밥(반공기)', '쇠고기국', '쇠고기장조림')",570,16
1780,"('고구마밥(반공기)', '시래기국', '콩나물무침')",596,4
1781,"('고구마밥(반공기)', '시래기국', '고사리나물')",585,5
1782,"('고구마밥(반공기)', '시래기국', '버섯볶음')",589,10
1783,"('고구마밥(반공기)', '시래기국', '진미채볶음')",594,14
1784,"('고구마밥(반공기)', '시래기국', '낚지볶음')",588,19
1785,"('고구마밥(반공기)', '시래기국', '김치참치볶음')",587,6
1786,"('고구마밥(반공기)', '시래기국', '갈치구이')",580,20
1787,"('고구마밥(반공기)', '시래기국', '조기구이')",593,10
1788,"('고구마밥(반공기)', '시래기국', '잔멸치볶음')",592,7
1789,"('고구마밥(반공기)', '시래기국', '감자채볶음')",581,9
1790,"('고구마밥(반공기)', '시래기국', '애호박볶음')",591,9
1791,"('고구마밥(반공기)', '시래기국', '골뱅이무침')",586,11
1792,"('고구마밥(반공기)', '시래기국', '홍합무침')",598,11
1793,"('고구마밥(반공기)', '시래기국', '코다리찜')",595,14
1794,"('고구마밥(반공기)', '시래기국', '콩나물찜')",597,20
1795,"('고구마밥(반공기)', '시래기국', '훈제닭가슴살')",599,13
1796,"('고구마밥(반공기)', '시래기국', '계란프라이')",583,9
1797,"('고구마밥(반공기)', '시래기국', '계란찜')",582,20
1798,"('고구마밥(반공기)', '시래기국', '계란햄말이')",584,14
1799,"('고구마밥(반공기)', '시래기국', '쇠고기장조림')",590,14
1800,"('고구마밥(반공기)', '감자맑은국', '콩나물무침')",456,7
1801,"('고구마밥(반공기)', '감자맑은국', '고사리나물')",445,8
1802,"('고구마밥(반공기)', '감자맑은국', '버섯볶음')",449,13
1803,"('고구마밥(반공기)', '감자맑은국', '진미채볶음')",454,17
1804,"('고구마밥(반공기)', '감자맑은국', '낚지볶음')",448,21
1805,"('고구마밥(반공기)', '감자맑은국', '김치참치볶음')",447,8
1806,"('고구마밥(반공기)', '감자맑은국', '갈치구이')",440,22
1807,"('고구마밥(반공기)', '감자맑은국', '조기구이')",453,12
1808,"('고구마밥(반공기)', '감자맑은국', '잔멸치볶음')",452,10
1809,"('고구마밥(반공기)', '감자맑은국', '감자채볶음')",441,11
1810,"('고구마밥(반공기)', '감자맑은국', '애호박볶음')",451,12
1811,"('고구마밥(반공기)', '감자맑은국', '골뱅이무침')",446,14
1812,"('고구마밥(반공기)', '감자맑은국', '홍합무침')",458,13
1813,"('고구마밥(반공기)', '감자맑은국', '코다리찜')",455,17
1814,"('고구마밥(반공기)', '감자맑은국', '콩나물찜')",457,22
1815,"('고구마밥(반공기)', '감자맑은국', '훈제닭가슴살')",459,15
1816,"('고구마밥(반공기)', '감자맑은국', '계란프라이')",443,12
1817,"('고구마밥(반공기)', '감자맑은국', '계란찜')",442,23
1818,"('고구마밥(반공기)', '감자맑은국', '계란햄말이')",444,17
1819,"('고구마밥(반공기)', '감자맑은국', '쇠고기장조림')",450,16
1820,"('고구마밥(반공기)', '감자수제비국', '콩나물무침')",476,10
1821,"('고구마밥(반공기)', '감자수제비국', '고사리나물')",465,11
1822,"('고구마밥(반공기)', '감자수제비국', '버섯볶음')",469,16
1823,"('고구마밥(반공기)', '감자수제비국', '진미채볶음')",474,20
